Id,Enunciado,Tópico,Contexto,English
1502,"Demogorgon – Estendida (Rakshasa)
 
Objetivo: Determinar os pontos de vida perdidos pelo personagem.
 
Demogorgon é um demônio reptiliano de três cabeças, com personalidades distintas, chamadas Aameul, Hethradiah e Rakshasa:
 


Os olhos da cabeça Aameul lançam um raio que causa um dano fixo de 8 pontos de vida mais um dano aleatório de 2 a 20 pontos, definido pela soma das faces de dois dados de dez faces (d10).


O olhar da cabeça Hethrediah escraviza uma criatura, fazendo com que ela se coloque em situação de perigo desnecessário. Isso pode causar um dano aleatório igual ao dobro da soma de pontos obtidos no lançamento de dois dados de dez faces (d10).


Os olhos da cabeça Rakshasa lançam uma magia que causa um dano fixo de 10 pontos de vida mais um dano aleatório de 2 a 20 pontos, definido pela soma das faces de dois dados de dez faces (d10).


 
Escreva um programa que leia as seguintes informações, nesta ordem:


O nome da cabeça com a qual o Demogorgon atacará um personagem: AAMEUL, HETHRADIAH ou RAKSHASA.


Os valores sorteados em cada um dos dois dados lançados.


 
Como saída do programa, determine:


Os pontos de vida perdidos pelo personagem atacado pelo Demogorgon.


",Estrutura condicional encadeada,Jogos,"
Demogorgon - Extended (Rakshasa)
Objective: Determine the hit points lost by the character.
Demogorgon is a three-headed reptilian demon with personalities
called Aameul, Hethradiah and Rakshasa:
The eyes of the Aameul head cast a bolt that deals fixed damage of 8 points of
life plus random damage of 2 to 20 points, defined by the sum of the faces of
two ten-sided dice (d10).
The look of Hethrediah's head enslaves a creature, causing it to
place in unnecessary danger. This may cause random damage.
equal to twice the sum of points earned from rolling two dice of ten
faces (d10).
Rakshasa Head's Eyes cast a spell that deals 10 point fixed damage
life plus random damage of 2 to 20 points, defined by the sum of the faces of
two ten-sided dice (d10).
Write a program that reads the following information, in this order:
The name of the head with which Demogorgon will attack a character: AAMEUL,
HETHRADIAH or RAKSHASA.
The values ​​drawn in each of the two dice rolled.
As program output, determine:
The hit points lost by the character attacked by Demogorgon.
""
"" "
1503,"Banshee – Estendida (Fúria)
 
Objetivo: Determinar os pontos de vida perdidos pelo personagem.
 
A Banshee é um morto-vivo que se alimenta da energia dos vivos. Basicamente, ela possui três formas de ataque:
 


Fúria infernal, que causa um dano fixo de 10 pontos de vida mais um dano aleatório de 2 a 16 pontos, definido em um sorteio com dois dados de oito faces (d8).


Grito aterrorizante, que causa um dano fixo de 6 pontos de vida mais um dano aleatório de 2 a 16 pontos, definido em um sorteio com dois dados de oito faces (d8).


Toque da morte, que causa um dano aleatório correspondente ao quadrado da soma de pontos obtidos em um sorteio com dois dados de oito faces (d8).


 
Escreva um programa que leia as seguintes informações, nesta ordem:


O nome do ataque realizado pela Banshee: FURIA, GRITO ou TOQUE.


Os valores sorteados em cada um dos dois dados lançados.


 
Como saída do programa, determine:


Os pontos de vida perdidos pelo personagem atacado pela Banshee.


",Estrutura condicional encadeada,Jogos,"
Banshee - Extended (Fury)
Objective: Determine the hit points lost by the character.
The Banshee is an undead that feeds on the energy of the living. Basically she
has three forms of attack:
Infernal Fury, which deals 10 life fixed damage plus one damage.
2 to 16 point random draw, drawn in a draw with two eight-sided dice
(d8).
Terrifying scream, dealing 6 life fixed damage plus damage
2 to 16 point random draw, drawn in a draw with two eight-sided dice
(d8).
Death's Touch, which deals random damage corresponding to the sum square
points obtained in a draw with two eight-sided dice (d8).
Write a program that reads the following information, in this order:
The name of the attack performed by Banshee: FURIA, SCREAM or TOUCH.
The values ​​drawn in each of the two dice rolled.
As program output, determine:
The hit points lost by the character attacked by Banshee.
""
"" "
1504,"Cornugon – Estendida
 
Objetivo: Determinar os pontos de vida perdidos pelo personagem.
 
O Cornugon é uma criatura infernal destemida e feroz. Esse monstro é capaz de infligir três tipos de dano:
 


Cauda: o dano causado pela cauda do Cornugon cria um ferimento profundo, de modo que o personagem atingido perde N pontos de vida por turno, até que receba uma magia de cura.


Cuspe: o ácido cuspido pelo Cornugon gruda na pele de tal maneira que o personagem atingido perde 2*N pontos de vida por turno, até que receba uma magia de cura.


Patada: o dano causado pela patada do Cornugon cria um ferimento aberto, de tal maneira que o personagem atingido perde 2*N – 5 pontos de vida por turno, até que receba uma magia de cura.


 
Em ambos os casos, o valor de N varia de 1 a 4 e é definido em um sorteio de um dado de quatro faces (d4).
 
Escreva um programa que leia as seguintes informações, nesta ordem:


O tipo de ataque realizado pelo Cornugon: CAUDA, CUSPE ou PATADA.


O valor sorteado no lançamento do dado de quatro faces.


Número de turnos que o personagem fica ferido até receber a magia de cura.


 
Como saída do programa, determine:


Os pontos de vida perdidos pelo personagem atacado pelo Cornugon até ser curado.


",Estrutura condicional encadeada,Jogos,"
Cornugon - Extended
Objective: Determine the hit points lost by the character.
The Cornugon is a fearless and fierce infernal creature. This monster is capable of
inflict three types of damage:
Tail: The damage caused by the Cornugon's tail creates a deep wound, so
the hit character loses N health per turn until it receives a
Healing magic.
Spit: The acid spit out by Cornugon sticks to the skin in such a way that
struck character loses 2 * N hit per turn until cast
of cure.
Kicking: The damage caused by Cornugon's kick creates an open wound such that
hit character loses 2 * N - 5 hit points per turn until
that receives a healing spell.
In either case, the value of N ranges from 1 to 4 and is defined in a draw of one
four-sided die (d4).
Write a program that reads the following information, in this order:
The type of attack performed by the Cornugon: Tail, Spit or Kick.
The amount drawn at the four-sided die roll.
Number of turns the character is injured until healed.
As program output, determine:
The hit points lost by the character attacked by the Cornugon until healed.
""
"" "
1505,"Cubo Gelatinoso – Estendida
 
Objetivo: Determinar os pontos de vida restantes e se o personagem está vivo ou morto.
 
O Cubo Gelatinoso é uma criatura formada por uma substância transparente praticamente invisível sob a pouca luz das profundezas de Midgard. Ele se alimenta fagocitando criaturas capturadas para o seu interior.
 
A substância gelatinosa do cubo é altamente ácida e queima lentamente o personagem capturado. Este perde 10*N pontos de vida por turno, até que seja resgatado. O valor de N varia de 3 a 36, definido pela soma das faces obtidas no sorteio de três dados de doze faces (d12).
 
Escreva um programa que leia as seguintes informações, nesta ordem:


A quantidade inicial de pontos de vida de um personagem.


Os três valores sorteados no lançamento dos dados de doze faces.


 
Como saída do programa, determine os pontos de vida restantes para o personagem, ou seja, a diferença entre os pontos de vida iniciais e o dano causado pelo Cubo.
 
Além disso, se o personagem continuar vivo (pontos de vida acima de zero), o programa deverá imprimir “VIVO” (sem aspas). Caso o personagem morra, seu programa deve imprimir 0 pontos de vida (e não um valor negativo), e a mensagem “MORTO” (sem aspas).
",Estrutura condicional encadeada,Jogos,"
Gelatin Cube - Extended
Objective: To determine the remaining hit points and whether the character is alive or
dead.
The Jelly Cube is a creature formed of a transparent substance.
practically invisible in the dim light of the depths of Midgard. He is
feeds phagocytizing creatures captured within.
The gelatinous substance in the cube is highly acidic and slowly burns the
Captured character. It loses 10 * N hit points per turn until it is
rescued. The value of N ranges from 3 to 36, defined by the sum of the faces obtained in
draw of three twelve-sided dice (d12).
Write a program that reads the following information, in this order:
The initial amount of a character's hit points.
The three values ​​drawn at the twelve-sided dice roll.
As an output of the program, determine the remaining hit points for the character,
ie the difference between the initial hit points and the damage caused by the
Cube.
Also, if the character is still alive (hit points above zero), the
program should print “LIVE” (without quotes). If the character dies, your
program should print 0 hit points (not a negative value), and the message
“DEAD” (without quotes).
""
"" "
1506,"Katana ou sabre? – Estendida
 
Objetivo: Determinar o dano causado por uma espada.
 
Três tipos de espadas são especialmente cobiçados em Midgard: as cimitarras, as katanas e os sabres. Os golpes de cada arma causam o seguinte dano:
 





Arma


Dano




CIMITARRA


2*S + 2*D




KATANA 


2*S + D




SABRE


S + 2*D





 
Onde:
 


S é um valor de 2 a 20, correspondente à soma das faces sorteadas em dois dados de dez faces (d10).


D é a destreza do personagem em manusear a espada.



Escreva um programa que leia as seguintes informações, nesta ordem:


O nome da arma escolhida pelo jogador para o ataque: CIMITARRA, KATANA ou SABRE.


A destreza do personagem.


Os dois valores sorteados nos dados de dez faces.


 
Como saída do programa, determine:


O dano causado pela espada escolhida pelo jogador.


",Estrutura condicional encadeada,Jogos,"
Katana or saber? - Extended
Objective: To determine the damage dealt by a sword.
Three types of swords are especially coveted in Midgard: scimitars,
Katanas and sabers. The blows of each weapon deal the following damage:
Weapon
Damage
SCIMITAR
2 * S + 2 * D
KATANA
2 * S + D
SABER
S + 2 * D
Where:
S is a value from 2 to 20, corresponding to the sum of the faces drawn in two dice
with ten faces (d10).
D is the character's ability to handle the sword.
Write a program that reads the following information, in this order:
The name of the weapon chosen by the player for the attack: CIMITARRA, KATANA or SABER.
The dexterity of the character.
The two values ​​drawn in the ten-sided dice.
As program output, determine:
The damage dealt by the sword chosen by the player.
""
"" "
1507,"Marilith – Estendida
 
Objetivo: Determinar os pontos de vida tirados pela Marilith.
 
A Marilith é um demônio que tem a parte superior semelhante à de uma mulher com quatro braços e a parte inferior como uma cobra. Ela pode fazer dois tipos de ataque:
 


Espadas flamejantes: cada braço da Marilith empunha uma espada flamejante. Cada espada inflige um dano de N + 6 pontos de vida, onde N é um valor de 1 a 6 definido em um sorteio de um dado de seis faces.


Cauda constritora: a Marilith pode tentar agarrar a presa com sua longa cauda. O dano do ataque é definido pela soma das faces de três dados de seis faces multiplicado pela face sorteada em um quarto dado: (D1 + D2 + D3) * D4.


 
Escreva um programa que leia as seguintes informações, nesta ordem:


O tipo de ataque realizado pela Marilith: ESPADA ou CAUDA.


Os quatro valores sorteados no lançamento do dado de seis faces.


 
Como saída do programa, determine:


Os pontos de vida tirados pela Marilith.


",Estrutura condicional encadeada,Jogos,"
Marilith - Extended
Objective: Determine the hit points taken by Marilith.
Marilith is a demon whose upper part is similar to that of a woman with
four arms and the bottom like a snake. She can do two types of
attack:
Flaming Swords: Each arm of Marilith wields a flaming sword. Each
sword inflicts damage of N + 6 hit points, where N is a value from 1 to 6
set in a draw of a six-sided die.
Constrictor Tail: Marilith may attempt to grasp prey with its long tail. O
attack damage is defined by the sum of the faces of three six-sided dice
multiplied by the face drawn in a given quarter: (D1 + D2 + D3) * D4.
Write a program that reads the following information, in this order:
The type of attack performed by Marilith: SWORD or TAIL.
The four values ​​drawn at the six-sided die roll.
As program output, determine:
The hit points taken by Marilith.
""
"" "
1561,"O tanque de tambaquis
 
Aniene construiu um tanque com capacidade para criar até 12 mil tambaquis. A população de peixes no tanque cresce a uma taxa anual constante, que é a diferença entre a taxa de nascimento e a de mortalidade dos peixes.
 
Além disso, Aniene retira todo ano certa quantidade de peixes para comercialização.
 
Escreva um programa que leia as seguintes informações:

Quantidade inicial de tambaquis no tanque de Symphorosa.
Percentual de crescimento anual da quantidade de tambaquis no tanque.
Quantidade de tambaquis retirados todos os anos para venda.

 
Como saída, determine:

Se a população de tambaquis será extinta (imprimir mensagem EXTINCAO) ou atingirá o limite máximo do tanque (imprimir mensagem LIMITE).
Em quantos anos a situação acima acontece?

 
",Estrutura de repetição por condição,População,"
The tambourine tank
Aniene built a tank capable of raising up to 12,000 tambaqui. THE
fish population in the tank grows at a constant annual rate, which is the
difference between birth and mortality rates of fish.
In addition, Aniene withdraws a certain amount of fish every year to
commercialization.
Write a program that reads the following information:
Initial amount of drumsticks in Symphorosa's tank.
Percentage of annual growth in the amount of tambourines in the tank.
Number of drums removed each year for sale.
As an output, determine:
If the tambourine population will be extinguished (print message EXTINCTION) or
will reach the maximum tank limit (print LIMIT message).
How old is the above situation?
""
"" "
1562,"O tanque de pirarucus
 
Sinforosa construiu um tanque com capacidade para criar até 8 mil pirarucus. A população de peixes no tanque cresce a uma taxa mensal constante.
 
A cada mês, Sinforosa retira diferentes quantidades de peixes para comercialização.
 
Escreva um programa que leia as seguintes informações:

Quantidade inicial de pirarucus no tanque de Symphorosa.
Percentual de crescimento mensal da quantidade de pirarucus no tanque.
A cada mês, a quantidade de pirarucus retirados para venda.

 
Como saída, determine:

Se a população de pirarucus será extinta (imprimir mensagem ZERO) ou atingirá o limite máximo do tanque (imprimir mensagem MAXIMO).
Em quantos meses a situação acima acontece?

 
",Estrutura de repetição por condição,População,"
The Pirarucus Tank
Sinforosa has built a tank capable of raising up to 8,000 pirarucus. THE
Fish population in the tank grows at a constant monthly rate.
Each month Sinforosa removes different amounts of fish to
commercialization.
Write a program that reads the following information:
Initial amount of pirarucus in the Symphorosa tank.
Percentage of monthly growth in the amount of pirarucus in the tank.
Each month, the amount of pirarucus withdrawn for sale.
As an output, determine:
Whether the population of pirarucus will be extinct (print message ZERO) or will reach
tank maximum limit (print message MAXIMO).
How many months does the above situation happen?
""
"" "
1522,"O Tesouro do Rei Gardoc
Objetivo: calcular em quantos meses uma fortuna é dilapidada.
O Rei Gardoc nomeou o ardiloso Alul como Mestre da Moeda. Ele é responsável por coletar os impostos todos os meses e pagar as despesas mensais da Coroa. Todavia, o ganancioso Mestre da Moeda desvia, todo mês, certa quantia do Tesouro do Rei.
Escreva um programa que leia, nesta ordem:

A quantidade inicial de moedas de ouro no Tesouro do rei Gardoc;
A despesa mensal da Coroa, em moedas de ouro;
A quantidade M de moedas de ouro coletadas em impostos por mês;
A quantidade R de moedas de ouro roubadas por mês.

Como saída, determine em quantos meses não restará mais nenhuma moeda no Tesouro do Rei Gardoc.
",Estrutura de repetição por condição,Jogos,"
King Gardoc's Treasure
Objective: To calculate how many months a fortune is dilapidated.
King Gardoc named the crafty Alul as Coin Master. He is responsible for
collect taxes every month and pay the Crown's monthly expenses.
However, the greedy Coin Master diverts a certain amount of Treasury every month
of the king.
Write a program that reads, in this order:
The initial amount of gold coins in King Gardoc's Treasure;
The crown's monthly expenditure in gold coins;
The amount M of gold coins collected in taxes per month;
The amount R of stolen gold coins per month.
As a way out, determine in how many months no more money will be left in the Treasury.
from King Gardoc.
""
"" "
1523,"Os Balões do Rei Gardoc
Objetivo: calcular em quantas semanas o rei Gardoc constrói sua frota de balões.
O rei Gardoc de Midgard precisa reunir uma frota de duzentos balões para atravessar as Montanhas do Pavor e enfrentar a tenebrosa Quimera. A cada semana, novos balões são construídos pelos operários, mas outros balões são destruídos pelos djinns, gênios travessos do ar.
Escreva um programa que leia, nesta ordem:

A quantidade inicial de balões na frota do rei Gardoc;
A quantidade C de novos balões construídos a cada semana;
A quantidade D de balões destruídos pelos djinns a cada semana.

Como saída, determine quantas semanas o Rei Gardoc leva para reunir uma frota de duzentos balões.
",Estrutura de repetição por condição,Jogos,"
King Gardoc's Balloons
Objective: To calculate how many weeks King Gardoc builds his fleet of balloons.
King Gardoc of Midgard must assemble a fleet of two hundred balloons to
cross the Dread Mountains and face the dark Chimera. Every week
new balloons are built by the workers, but other balloons are destroyed
by the djinns, mischievous geniuses of the air.
Write a program that reads, in this order:
The initial number of balloons in King Gardoc's fleet;
The amount C of new balloons built each week;
The amount D of balloons destroyed by djinns each week.
As a way out, determine how many weeks it takes King Gardoc to assemble a fleet of
Two hundred balloons.
""
"" "
1524,"Os Grifos do Rei Gardoc
Objetivo: calcular em quantas semanas o rei Gardoc perde sua manada de grifos.
Os Grifos são criaturas metade leão, metade águia, muito utilizados como montaria aérea. O rei Gardoc de Midgard precisa reunir quatrocentos grifos para atravessar o Desfiladeiro Sombrio e enfrentar a tenebrosa Quimera. A cada trimestre, novos grifos são treinados, mas outros são inutilizados por uma terrível e estranha doença.
Escreva um programa que leia, nesta ordem:

A quantidade inicial de grifos do rei Gardoc, antes da doença;
A quantidade X de novos grifos treinados a cada trimestre;
A quantidade Y de grifos contaminados a cada trimestre.

Como saída, determine em quantos trimestres o Rei Gardoc perderá sua manada de grifos se ninguém descobrir a cura da grave doença.
",Estrutura de repetição por condição,Jogos,"
King Gardoc's Griffins
Objective: To calculate how many weeks King Gardoc loses his herd of griffins.
Griffins are half lion, half eagle creatures, widely used as
Aerial mount. King Gardoc of Midgard must gather four hundred griffins to
cross the Dark Gorge and face the dark Chimera. Every
quarter, new griffins are trained, but others are rendered unusable by a
terrible and strange disease.
Write a program that reads, in this order:
King Gardoc's initial amount of griffins before disease;
The amount X of new griffins trained each quarter;
The amount of contaminated griffins Y each quarter.
As a way out, determine how many quarters King Gardoc will lose his pack of
italics if no one finds a cure for the serious illness.
""
"" "
1525,"A Masmorra dos Afogados
Objetivo: determinar o tempo em que o volume de água em uma masmorra atinge um certo valor.
Um grupo de combatentes do rei Gardoc ficou preso numa ardilosa armadilha: uma masmorra que se enche de água a cada minuto, até afogar todos os cativos. Felizmente, a elfa Asclepigênia ouviu o pedido de socorro e agora usa sua magia para bombear a água que adentra na masmorra.
Quando o volume de água na masmorra estiver abaixo de mil litros, os combatentes poderão desativar o intrincado mecanismo.
Escreva um programa que leia, nesta ordem:

O volume inicial de água na masmorra;
O volume de água que é bombeado para dentro da masmorra a cada minuto;
O volume de água que a elfa retira da masmorra a cada minuto.

Como saída, determine quantos minutos a elfa leva para esvaziar a masmorra até atingir o volume necessário para desativar a armadilha.
",Estrutura de repetição por condição,Jogos,"
The Drowning Dungeon
Objective: To determine the time when the water volume in a dungeon reaches a
certain value.
A group of King Gardoc's fighters were caught in a cunning trap: a
dungeon that fills with water every minute until all the captives drown.
Fortunately, the Asclepigenia elf heard the call for help and now uses her magic
to pump water into the dungeon.
When the volume of water in the dungeon is below 1,000 liters, combatants
may disable the intricate mechanism.
Write a program that reads, in this order:
The initial volume of water in the dungeon;
The volume of water that is pumped into the dungeon every minute;
The volume of water the elf draws from the dungeon every minute.
As a way out, determine how many minutes it takes the elf to clear the dungeon until
reach the volume required to disable the trap.
""
"" "
1526,"A Vingança de Sosípatra
 Objetivo: determinar o tempo em que o mana de uma bruxa se esgota.
A poderosa bruxa Sosípatra enfeitiçou as filhas do rei Gardoc, que ficaram loucas. O problema é que essa magia consome mais mana – a energia vital dos magos e bruxos – do que Sosípatra consegue recuperar em uma noite de sono. Quando seu mana chegar a zero, ela passará a ser uma simples mortal.
Escreva um programa que leia, nesta ordem:

A quantidade inicial de mana da bruxa Sosípatra;
A quantidade de mana que ela gasta por dia para sustentar a maldição de loucura;
A quantidade de mana que ela recupera por noite de sono;
Considere que o mana recuperado sempre é meno que o gasto.

Como saída, determine em quantos dias a bruxa se tornará uma reles mortal.
",Estrutura de repetição por condição,Jogos,"
Sosipatra's Revenge
Objective: To determine the time a witch's mana runs out.
The mighty witch Sosipatra bewitched the daughters of King Gardoc, who remained
crazy. The problem is that this magic consumes more mana - the life energy of the
wizards and wizards - than Sosipatra can recover in a night's sleep.
When your mana reaches zero, she will become a mere mortal.
Write a program that reads, in this order:
Sosipatra's initial amount of mana;
The amount of mana she spends a day to sustain the madness curse;
The amount of mana she recovers per night of sleep;
Consider that recovered mana is always less than expense.
As a way out, determine how many days the witch will become a lowly mortal.
""
"" "
1527,"Os deuses de Midgard
Objetivo: determinar em quantos anos a quantidade de seguidores de um deus supera a de outro.
Do panteão de deuses de Midgard, os dois mais venerados são Forseti e Loki. Atualmente, o deus Forseti tem mais seguidores. Porém, o deus Loki vem se tornando cada vez mais popular entre os habitantes de Midgard.
Escreva um programa que leia, nesta ordem:

A quantidade inicial de seguidores do deus Forseti;
A quantidade inicial de seguidores do deus Loki;
O percentual anual de crescimento dos seguidores do deus Forseti;
O percentual anual de crescimento dos seguidores do deus Loki.

Como saída, determine em quantos anos a quantidade de seguidores do deus Loki superará a do deus Forseti.
",Estrutura de repetição por condição,Jogos,"
The Gods of Midgard
Objective: To determine how many years the number of followers of a god
surpasses that of another.
Of the pantheon of gods of Midgard, the two most revered are Forseti and Loki.
Currently, the god Forseti has more followers. However, the god Loki comes
making it increasingly popular with Midgard residents.
Write a program that reads, in this order:
The initial number of followers of the god Forseti;
The initial number of followers of the god Loki;
The annual growth percentage of the followers of the god Forseti;
The annual percentage growth of the followers of the god Loki.
As a way out, determine how many years the number of followers of the god Loki
will surpass that of the god Forseti.
""
"" "
1528,"A Luta contra o Troll
Objetivo: determinar em quantas rodadas cinco guerreiros derrotam um troll.
O rei Gardoc reuniu seus cinco melhores guerreiros para matar um troll. A cada rodada de combate, os guerreiros atacam juntos o troll, mas este recupera alguns pontos de força ao final da rodada.
Escreva um programa que leia, nesta ordem:

A cada rodada, a quantidade de pontos de força que cada guerreiro tira do troll
A quantidade inicial de pontos de força do troll
A cada rodada, a quantidade de pontos de força que o troll recupera

Como saída, o programa deve determinar em quantas rodadas o troll será derrotado pelos cinco guerreiros.
",Estrutura de repetição por condição,Jogos,"
The Fight Against the Troll
Objective: To determine in how many rounds five warriors defeat a troll.
King Gardoc gathered his top five warriors to kill a troll. Every
combat round, the warriors attack the troll together, but it recovers some
strength points at the end of the round.
Write a program that reads, in this order:
Each round, the amount of strength each warrior takes from the troll.
The initial amount of troll strengths
Each round, the amount of strength points the troll recovers
As a way out, the program must determine how many rounds the troll will be defeated.
by the five warriors.
""
"" "
1529,"As Tropas do Rei Gardoc
Objetivo: determinar em quanto tempo o Rei Gardoc reúne suas tropas para o combate.
O rei Gardoc de Midgard precisa reunir um total de 50 mil guerreiros para enfrentar a medonha Quimera. Suas tropas são compostas de duas frentes: infantaria e cavalaria.
Escreva um programa que leia, nesta ordem:

A quantidade inicial de guerreiros na infantaria.
A quantidade inicial de guerreiros na cavalaria.
O percentual mensal de crescimento da tropa de infantaria.
O percentual mensal de crescimento da tropa de cavalaria.

Como saída, seu programa deve determinar em quantos meses o Rei reúne um total de 50 mil guerreiros.
",Estrutura de repetição por condição,Jogos,"
King Gardoc's Troops
Objective: To determine how soon King Gardoc gathers his troops for the
combat.
King Gardoc of Midgard must gather a total of 50,000 warriors to
face the awful Chimera. Its troops are composed of two fronts:
infantry and cavalry.
Write a program that reads, in this order:
The initial amount of infantry warriors.
The initial number of cavalry warriors.
The monthly percentage of growth of the infantry troop.
The monthly percentage of cavalry troop growth.
As a way out, your program should determine how many months the King gathers a total
of 50,000 warriors.
""
"" "
1530,"A Coleção de Itens Mágicos
Objetivo: determinar em tempo a capacidade de armazenamento de itens mágicos á atingida.
O mago Estratão de Lâmpsaco coleciona dois itens mágicos: pergaminhos e varinhas mágicas. Porém, na torre em que vive há espaço para armazenar apenas 80 mil itens.
Escreva um programa que leia, nesta ordem:

A quantidade inicial de pergaminhos guardados na torre.
A quantidade inicial de varinhas mágicas guardadas na torre.
O percentual anual de crescimento do acervo de pergaminhos.
O percentual anual de crescimento do acervo de varinhas.

Como saída, determine em quantos anos a torre do mago Estratão atingirá a capacidade máxima de armazenar itens mágicos.
",Estrutura de repetição por condição,Jogos,"
The Magic Item Collection
Objective: To determine in time the storage capacity of magic items at
hit.
The Wizard of Lampsacon Stratum collects two magic items: scrolls and wands
magic. However, in the tower where he lives there is room to store only 80 thousand
items.
Write a program that reads, in this order:
The initial amount of scrolls stored in the tower.
The initial amount of magic wands stored in the tower.
The annual growth percentage of the scrolls collection.
The annual percentage of growth of the collection of wands.
As a way out, determine how many years will the tower of the Stratão magician reach the
Maximum ability to store magic items.
""
"" "
1521,"Quando o navio esvazia o estoque?
Objetivo: calcular quantas semanas um navio leva para zerar o estoque de um terminal de cargas.
Um navio tem a capacidade de transportar N containers a cada viagem. A viagem de ida e volta ao destino dura uma semana. A cada semana, novos Q containers chegam ao terminal de carga.
Escreva um programa que leia, nesta ordem:

A capacidade N do navio, em número de containers;
O estoque inicial de containers no depósito;
A quantidade Q de containers que chegam no depósito a cada semana.

Como saída, o programa deve determinar quantas semanas o navio leva para esvaziar o depósito.
",Estrutura de repetição por condição,Data e hora,"
When does the ship empty the stock?
Objective: To calculate how many weeks it takes a ship to clear a ship's inventory.
cargo terminal.
A ship has the capacity to carry N containers each voyage. The trip of
Round trip to destination lasts one week. Each week new Q containers arrive
to the cargo terminal.
Write a program that reads, in this order:
The capacity N of the vessel in number of containers;
The initial stock of containers in the warehouse;
The quantity Q of containers arriving at the warehouse each week.
As an output, the program should determine how many weeks the ship takes to
empty the tank.
""
"" "
1531,"Série de Maclaurin do Cosseno
O cosseno de um ângulo x (um número real qualquer) é dado pela seguinte série de Maclaurin:
\[cos(x) = 1 - \frac{x^2}{2!} + \frac{x^4}{4!} - \frac{x^6}{6!} + \frac{x^8}{8!} - \cdots\]
Escreva um programa que leia as seguintes variáveis:

Um ângulo x, medido em radianos.
Um número inteiro k, a quantidade de termos da série.

Como saída, imprima o valor da série acima para o ângulo x e com k termos, com até dez casas decimais de precisão.
",Estrutura de repetição por contagem,Matemático,"
Cosine Maclaurin Series
The cosine of an angle x (any real number) is given by the following series of
Maclaurin:
\ [cos (x) = 1 - \ frac {x ^ 2} {2!} + \ frac {x ^ 4} {4!} - \ frac {x ^ 6} {6!} + \ frac {x ^ 8} {8!}
- \ cdots \]
Write a program that reads the following variables:
An x angle, measured in radians.
An integer k, the number of terms in the series.
As output, print the value from the series above for angle x and k terms, with
up to ten decimal places of precision.
""
"" "
1532,"Série de Maclaurin do Seno Hiperbólico
O seno hiperbólico de um valor real x qualquer é dado pela seguinte série de Maclaurin:
\[senh(x) = x + \frac{x^3}{3!} + \frac{x^5}{5!} + \frac{x^7}{7!} + \frac{x^9}{9!} + \cdots\]
Escreva um programa que leia as seguintes variáveis:

Um número real x.
Um número inteiro k, a quantidade de termos da série.

Como saída, imprima o valor da série acima para o valor x e com k termos, com até nove casas decimais de precisão.
",Estrutura de repetição por contagem,Matemático,"
Hyperbolic Sine Maclaurin Series
The hyperbolic sine of a real value x any is given by the following series of
Maclaurin:
\ [senh (x) = x + \ frac {x ^ 3} {3!} + \ frac {x ^ 5} {5!} + \ frac {x ^ 7} {7!} + \ frac {x ^ 9}
{9!} + \ Cdots \]
Write a program that reads the following variables:
A real number x.
An integer k, the number of terms in the series.
As output, print the value from the series above to the value x and with k terms, with
up to nine decimal places of precision.
""
"" "
1533,"Série de Maclaurin do Cosseno Hiperbólico
O cosseno hiperbólico de um valor real x qualquer é dado pela seguinte série de Maclaurin:
\[cosh(x) = 1 + \frac{x^2}{2!} + \frac{x^4}{4!} + \frac{x^6}{6!} + \frac{x^8}{8!} + \cdots\]
Escreva um programa que leia as seguintes variáveis:

Um número real x.
Um número inteiro k, a quantidade de termos da série.

Como saída, imprima o valor da série acima para o valor x e com k termos, com até oito casas decimais de precisão.
",Estrutura de repetição por contagem,Matemático,"
Hyperbolic Cosine Maclaurin Series
The hyperbolic cosine of a real value x any is given by the following series of
Maclaurin:
\ [cosh (x) = 1 + \ frac {x ^ 2} {2!} + \ frac {x ^ 4} {4!} + \ frac {x ^ 6} {6!} + \ frac {x ^ 8}
{8!} + \ Cdots \]
Write a program that reads the following variables:
A real number x.
An integer k, the number of terms in the series.
As output, print the value from the series above to the value x and with k terms, with
up to eight decimal places of accuracy.
""
"" "
1534,"Série de Maclaurin do Arco-Tangente Hiperbólico
O arco-tangente hiperbólico de um valor real x, –1 < x < +1, é dado pela seguinte série de Maclaurin:
\[arctgh(x) = x + \frac{x^3}{3} + \frac{x^5}{5} + \frac{x^7}{7} + \frac{x^9}{9} + \cdots\]
Escreva um programa que leia as seguintes variáveis:

Um número real x.
Um número inteiro k, a quantidade de termos da série.

Como saída, imprima o valor da série acima para o valor x e com k termos, com até sete casas decimais de precisão.
",Estrutura de repetição por contagem,Matemático,"
Hyperbolic Tangent Arc Maclaurin Series
The hyperbolic arc tangent of a real value x, –1 <x <+1, is given by
following series of Maclaurin:
\ [arctgh (x) = x + \ frac {x ^ 3} {3} + \ frac {x ^ 5} {5} + \ frac {x ^ 7} {7} + \ frac {x ^ 9} { 9}
+ \ cdots \]
Write a program that reads the following variables:
A real number x.
An integer k, the number of terms in the series.
As output, print the value from the series above to the value x and with k terms, with
up to seven decimal places of precision.
""
"" "
